"id","Year","Paper","Keyword_1","Keyword_2","Keyword_3","Keyword_4","NewKeyword"
"1890","2009","computational properties of resolution-based grounded semantics","knowledge representation and reasoning and and logic","nan","nan","nan","knowledge representation"
"1891","2009","an argumentation-based interpreter for golog programs","knowledge representation and reasoning and and logic","nan","nan","nan","knowledge representation"
"1892","2009","defeasible inclusions in low-complexity dls:  preliminary notes","knowledge representation and reasoning and and logic","nan","nan","nan","knowledge representation"
"1893","2009","next steps in propositional horn contraction","knowledge representation and reasoning and and logic","nan","nan","nan","knowledge representation"
"1894","2009","euclidean and mereological qualitative spaces:  a study of scc and dcc","knowledge representation and reasoning and and logic","nan","nan","nan","knowledge representation"
"1895","2009","regular path queries in expressive description logics with nominals","knowledge representation and reasoning and and logic","nan","nan","nan","knowledge representation"
"1896","2009","a symmetry reduction technique for model checking temporal-epistemic logic","knowledge representation and reasoning and and logic","nan","nan","nan","knowledge representation"
"1897","2009","import-by-query:  ontology reasoning under access limitations","knowledge representation and reasoning and and logic","nan","nan","nan","knowledge representation"
"1898","2009","diagnosing multiple persistent and intermittent faults","knowledge representation and reasoning and and logic","nan","nan","nan","knowledge representation"
"1899","2009","a tableaux-based method for computing least common subsumers for expressive description logics","knowledge representation and reasoning and and logic","nan","nan","nan","knowledge representation"
"1900","2009","a unified framework for representation and development of dialectical proof procedures in argumentation","knowledge representation and reasoning and and logic","nan","nan","nan","knowledge representation"
"1901","2009","decomposition of declarative knowledge bases with external functions","knowledge representation and reasoning and and logic","nan","nan","nan","knowledge representation"
"1902","2009","query answering in description logics with transitive roles","knowledge representation and reasoning and and logic","nan","nan","nan","knowledge representation"
"1903","2009","bidirectional answer set programs with function symbols","knowledge representation and reasoning and and logic","nan","nan","nan","knowledge representation"
"1904","2009","knowledge compilation properties of trees-of-bdds, revisited","knowledge representation and reasoning and and logic","nan","nan","nan","knowledge representation"
"1905","2009","fractal:  efficient fault isolation using active testing","knowledge representation and reasoning and and logic","nan","nan","nan","knowledge representation"
"1906","2009","solving strong-fault diagnostic models by model relaxation","knowledge representation and reasoning and and logic","nan","nan","nan","knowledge representation"
"1907","2009","plausible repairs for inconsistent requirements","knowledge representation and reasoning and and logic","nan","nan","nan","knowledge representation"
"1908","2009","symmetric splitting in the general theory of stable models","knowledge representation and reasoning and and logic","nan","nan","nan","knowledge representation"
"1909","2009","on the accrual of arguments in defeasible logic programming","knowledge representation and reasoning and and logic","nan","nan","nan","knowledge representation"
"1910","2009","evaluating abductive hypotheses using an em algorithm on bdds","knowledge representation and reasoning and and logic","nan","nan","nan","knowledge representation"
"1911","2009","answer-set programming with bounded treewidth","knowledge representation and reasoning and and logic","nan","nan","nan","knowledge representation"
"1912","2009","circumscriptive event calculus as answer set programming","knowledge representation and reasoning and and logic","nan","nan","nan","knowledge representation"
"1913","2009","forgetting and uniform interpolation in large-scale description logic terminologies","knowledge representation and reasoning and and logic","nan","nan","nan","knowledge representation"
"1914","2009","minimal module extraction from dl-lite ontologies using qbf solvers","knowledge representation and reasoning and and logic","nan","nan","nan","knowledge representation"
"1915","2009","a semantical account of progression in the presence of defaults","knowledge representation and reasoning and and logic","nan","nan","nan","knowledge representation"
"1916","2009","the complexity of learning separable ceteris paribus preferences","knowledge representation and reasoning and and logic","nan","nan","nan","knowledge representation"
"1917","2009","combining rcc-8 with qualitative direction calculi:  algorithms and complexity","knowledge representation and reasoning and and logic","nan","nan","nan","knowledge representation"
"1918","2009","on first-order definability and computability of progression for local-effect actions and beyond","knowledge representation and reasoning and and logic","nan","nan","nan","knowledge representation"
"1919","2009","a logic for reasoning about counterfactual emotions","knowledge representation and reasoning and and logic","nan","nan","nan","knowledge representation"
